観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,今日の最大値(mm),今日の最大値の品質情報,今日の最大値起時（時）(まで),今日の最大値起時（分）(まで),今日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,昨日までの観測史上1位の値(mm),昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値の年,昨日までの観測史上1位の値の月,昨日までの観測史上1位の値の日,昨日までの7月の1位の値(mm),昨日までの7月の1位の値の品質情報,昨日までの7月の1位の値の年,昨日までの7月の1位の値の月,昨日までの7月の1位の値の日,統計開始年
20356,北海道 十勝地方,新得（シントク）,,2020,07,08,11,00,5.5,8,5.5,4,11,00,8,,,290,4,1981,08,07,161.5,8,2011,07,16,1976
20361,北海道 十勝地方,鹿追（シカオイ）,,2020,07,08,11,00,3.0,8,3.0,4,11,00,8,,,295,8,1981,08,07,118.0,8,2018,07,05,1976
20371,北海道 十勝地方,駒場（コマバ）,,2020,07,08,11,00,0.5,8,0.5,4,11,00,8,,,170,8,1988,11,26,113,8,1989,07,01,1977
20421,北海道 十勝地方,芽室（メムロ）,,2020,07,08,11,00,1.0,8,1.0,4,11,00,8,,,288,8,1981,08,07,134,8,1989,07,01,1976
20432,北海道 十勝地方,帯広（オビヒロ）,47417,2020,07,08,11,00,0.5,8,0.5,4,11,00,8,,,204,8,1988,11,27,133,8,1989,07,01,1976
20441,北海道 十勝地方,池田（イケダ）,,2020,07,08,11,00,0.0,8,0.0,4,,,,,,185,8,2003,08,11,146,8,2002,07,13,1976
20451,北海道 十勝地方,留真（ルシン）,,2020,07,08,11,00,0.0,8,0.0,4,,,,,,202,8,1989,07,01,202,8,1989,07,01,1984
20506,北海道 十勝地方,浦幌（ウラホロ）,,2020,07,08,11,00,0.5,8,0.5,4,11,00,8,,,186.5,8,2012,05,06,174,8,1989,07,01,1976
20551,北海道 十勝地方,帯広泉（オビヒロイズミ）,,2020,07,08,11,00,0.5,8,0.5,4,11,00,8,,,169,8,2003,08,11,106.0,8,2010,07,13,2003
20556,北海道 十勝地方,糠内（ヌカナイ）,,2020,07,08,11,00,0.5,8,0.5,4,11,00,8,,,262,8,1988,11,26,212,8,1989,07,01,1978
20601,北海道 十勝地方,上札内（カミサツナイ）,,2020,07,08,11,00,0.5,8,0.5,4,11,00,8,,,337,8,1981,08,07,189,8,1989,07,01,1977
20606,北海道 十勝地方,更別（サラベツ）,,2020,07,08,11,00,0.5,8,0.5,4,11,00,8,,,275,8,1981,08,07,193,8,1989,07,01,1977
20631,北海道 十勝地方,大津（オオツ）,,2020,07,08,11,00,1.5,8,1.5,4,11,00,8,,,269,8,1988,08,14,217,8,1989,07,01,1977
20696,北海道 十勝地方,大樹（タイキ）,,2020,07,08,11,00,1.0,8,1.0,4,11,00,8,,,318,8,1998,09,18,210,8,1989,07,01,1976
20751,北海道 十勝地方,広尾（ヒロオ）,47440,2020,07,08,11,00,0.5,8,1.0,4,03,30,8,,,360,8,1993,06,06,302,8,1977,07,05,1976
21031,北海道 胆振地方,安平（アビラ）,,2020,07,08,11,00,19.0,8,19.0,4,11,00,8,,,316,8,1981,08,06,168,8,2000,07,27,1976
21111,北海道 胆振地方,厚真（アツマ）,,2020,07,08,11,00,23.0,8,23.0,4,11,00,8,,,268,8,1981,08,06,148,8,2000,07,28,1976
21126,北海道 胆振地方,穂別（ホベツ）,,2020,07,08,11,00,11.0,8,11.0,4,11,00,8,,,281,8,2006,08,19,124,8,1981,07,08,1976
21161,北海道 胆振地方,大滝（オオタキ）,,2020,07,08,11,00,54.5,8,54.5,4,11,00,8,,,291.0,8,2011,09,06,203,8,1999,07,31,1976
21171,北海道 胆振地方,森野（モリノ）,,2020,07,08,11,00,67.0,8,67.0,4,11,00,8,,,400.0,8,2011,08,23,374,8,1999,07,16,1976
21187,北海道 胆振地方,苫小牧（トマコマイ）,47424,2020,07,08,11,00,34.0,8,34.0,4,11,00,8,,,356,8,1981,08,06,156,8,1994,07,11,1976
21226,北海道 胆振地方,大岸（オオキシ）,,2020,07,08,11,00,82.5,8,82.5,4,11,00,8,,,182,8,1999,07,31,182,8,1999,07,31,1977
21237,北海道 胆振地方,洞爺湖温泉（トウヤコオンセン）,,2020,07,08,11,00,55.0,8,55.0,4,11,00,8,,,210,8,1999,08,02,184,8,1999,07,31,1978
21251,北海道 胆振地方,カルルス（カルルス）,,2020,07,08,11,00,57.0,8,57.0,4,11,00,8,,,408.0,8,2013,07,29,408.0,8,2013,07,29,1985
21261,北海道 胆振地方,白老（シラオイ）,,2020,07,08,11,00,35.5,8,35.5,4,11,00,8,,,492,8,1987,08,29,257,8,1993,07,31,1976
21276,北海道 胆振地方,鵡川（ムカワ）,,2020,07,08,11,00,8.0,8,8.0,4,11,00,8,,,314,8,2006,08,20,121,8,2000,07,27,1976
21297,北海道 胆振地方,伊達（ダテ）,,2020,07,08,11,00,33.5,8,33.5,4,11,00,8,,,149.0,8,2010,08,14,105.5,8,2011,07,17,2007
21312,北海道 胆振地方,登別（ノボリベツ）,,2020,07,08,11,00,62.5,8,62.5,4,11,00,8,,,509,8,1983,09,27,337,8,1999,07,16,1976
21323,北海道 胆振地方,室蘭（ムロラン）,47423,2020,07,08,11,00,18.5,8,18.5,4,11,00,8,,,247,8,1980,08,31,164.0,8,2008,07,25,1976
22036,北海道 日高地方,日高（ヒダカ）,,2020,07,08,11,00,11.5,8,11.5,4,11,00,8,,,368,8,2003,08,11,218,8,1999,07,31,1977
22072,北海道 日高地方,仁世宇（ニセウ）,,2020,07,08,11,00,18.5,8,18.5,4,11,00,8,,,428,8,2006,08,19,223,8,1999,07,31,1985
22106,北海道 日高地方,旭（アサヒ）,,2020,07,08,11,00,8.5,8,8.5,4,11,00,8,,,390,4,2003,08,11,158.0,8,2008,07,25,1985
22141,北海道 日高地方,日高門別（ヒダカモンベツ）,,2020,07,08,11,00,8.5,8,8.5,4,11,00,8,,,319,8,1981,08,06,148,8,1981,07,06,1976
22156,北海道 日高地方,新和（シンワ）,,2020,07,08,11,00,11.5,8,11.5,4,11,00,8,,,356,4,2003,08,11,198,8,1981,07,08,1976
22206,北海道 日高地方,笹山（ササヤマ）,,2020,07,08,11,00,6.0,8,6.0,4,11,00,8,,,215,8,2003,08,11,210.5,8,2016,07,30,1987
22241,北海道 日高地方,静内（シズナイ）,,2020,07,08,11,00,6.5,8,6.5,4,11,00,8,,,257,8,1981,08,07,185,8,1981,07,08,1976
22291,北海道 日高地方,三石（ミツイシ）,,2020,07,08,11,00,7.0,8,7.0,4,11,00,8,,,346,8,1981,07,07,346,8,1981,07,07,1977
22306,北海道 日高地方,中杵臼（ナカキネウス）,,2020,07,08,11,00,0.0,4,0.0,4,,,,,,512,8,1981,07,07,512,8,1981,07,07,1978
22327,北海道 日高地方,浦河（ウラカワ）,47426,2020,07,08,11,00,5.5,8,5.5,4,11,00,8,,,256,8,1981,07,07,256,8,1981,07,07,1976
22356,北海道 日高地方,目黒（メグロ）,,2020,07,08,11,00,0.5,8,0.5,4,11,00,8,,,404,8,1988,08,14,295,8,2003,07,12,1978
22366,北海道 日高地方,幌満（ホロマン）,,2020,07,08,11,00,4.0,8,4.0,4,11,00,8,,,276,8,1981,07,07,276,8,1981,07,07,1978
22391,北海道 日高地方,えりも岬（エリモミサキ）,,2020,07,08,11,00,3.0,8,3.0,4,11,00,8,,,165.0,8,2016,06,19,155,8,1999,07,15,1978
23031,北海道 渡島地方,長万部（オシャマンベ）,,2020,07,08,11,00,118.5,8,118.5,4,11,00,8,,,186,8,1985,09,04,140.0,8,2018,07,06,1976
23086,北海道 渡島地方,八雲（ヤクモ）,,2020,07,08,11,00,86.0,8,86.0,4,11,00,8,,,220,8,1999,08,02,150,8,1999,07,31,1976
23166,北海道 渡島地方,森（モリ）,,2020,07,08,11,00,11.0,8,11.0,4,11,00,8,,,255.0,8,2013,08,19,131,8,2007,07,31,2002
23191,北海道 渡島地方,大沼（オオヌマ）,,2020,07,08,11,00,10.5,8,10.5,4,11,00,8,,,204,8,2001,09,13,140,8,2007,07,31,1976
23206,北海道 渡島地方,川汲（カックミ）,,2020,07,08,11,00,5.5,8,5.5,4,11,00,8,,,310,8,1998,09,18,147.0,8,2009,07,11,1976
23226,北海道 渡島地方,北斗（ホクト）,,2020,07,08,11,00,14.5,8,14.5,4,11,00,8,,,193,8,1991,10,18,139,8,1993,07,31,1976
23232,北海道 渡島地方,函館（ハコダテ）,47430,2020,07,08,11,00,9.5,8,9.5,4,11,00,8,,,164,8,1980,08,31,111,8,1993,07,31,1976
23281,北海道 渡島地方,高松（タカマツ）,,2020,07,08,11,00,9.5,8,9.5,4,11,00,8,,,125.0,8,2008,07,25,125.0,8,2008,07,25,2003
23291,北海道 渡島地方,戸井泊（トイトマリ）,,2020,07,08,11,00,15.0,8,15.0,4,11,00,8,,,172.5,8,2012,10,03,121.5,8,2018,07,06,2003
23321,北海道 渡島地方,知内（シリウチ）,,2020,07,08,11,00,19.0,8,19.0,4,11,00,8,,,168.0,8,2016,09,09,139.5,8,2009,07,10,2004
23326,北海道 渡島地方,木古内（キコナイ）,,2020,07,08,11,00,16.5,8,16.5,4,11,00,8,,,191,8,1995,08,21,136.0,8,2018,07,06,1976
23356,北海道 渡島地方,千軒（センゲン）,,2020,07,08,11,00,36.0,8,36.0,4,11,00,8,,,316,8,1994,09,24,187,8,1990,07,20,1978
23376,北海道 渡島地方,松前（マツマエ）,,2020,07,08,11,00,31.5,8,31.5,4,11,00,8,,,209,8,2002,08,10,123.5,8,2009,07,11,1977
24141,北海道 渡島地方,熊石（クマイシ）,,2020,07,08,11,00,89.0,8,89.0,4,11,00,8,,,320,8,1998,05,04,185,8,1999,07,31,1976
24041,北海道 檜山地方,せたな（セタナ）,,2020,07,08,11,00,83.0,8,83.0,4,11,00,8,,,226,8,1999,08,02,184,8,1999,07,31,1976
24051,北海道 檜山地方,今金（イマカネ）,,2020,07,08,11,00,96.5,8,96.5,4,11,00,8,,,230,8,1999,08,02,190.5,8,2011,07,17,1976
24101,北海道 檜山地方,奥尻（オクシリ）,,2020,07,08,11,00,81.0,8,81.0,4,11,00,8,,,172,8,2000,08,28,134.5,8,2010,07,31,2000
24156,北海道 檜山地方,米岡（ヨネオカ）,,2020,07,08,11,00,28.5,8,28.5,4,11,00,8,,,180.0,8,2010,08,14,118.5,8,2010,07,31,2003
24166,北海道 檜山地方,潮見（シオミ）,,2020,07,08,11,00,51.5,8,51.5,4,11,00,8,,,232.5,8,2010,08,14,180,8,1999,07,31,1976
24201,北海道 檜山地方,鶉（ウズラ）,,2020,07,08,11,00,17.5,4,18.0,4,10,50,8,,,272,8,1995,08,21,135.0,8,2009,07,16,1977
24217,北海道 檜山地方,江差（エサシ）,47428,2020,07,08,11,00,78.5,8,78.5,4,11,00,8,,,247,8,1995,08,21,121,8,1987,07,25,1976
24236,北海道 檜山地方,石崎（イシザキ）,,2020,07,08,11,00,65.0,8,65.0,4,11,00,8,,,225.5,8,2008,08,03,168,8,1999,07,31,1977
31001,青森県,大間（オオマ）,,2020,07,08,11,00,19.5,8,19.5,4,11,00,8,,,176,8,1997,08,11,127,8,1990,07,20,1976
31036,青森県,湯野川（ユノカワ）,,2020,07,08,11,00,24.5,8,25.0,4,05,50,8,,,219,8,2007,11,13,148.0,8,2009,07,16,2005
31111,青森県,むつ（ムツ）,47576,2020,07,08,11,00,17.0,8,17.5,4,08,10,8,,,264,8,1981,08,24,126.0,8,2010,07,13,1976
31121,青森県,小田野沢（オダノサワ）,,2020,07,08,11,00,13.0,8,14.0,4,06,00,8,,,252,8,2001,09,13,139,8,2002,07,12,1976
31136,青森県,今別（イマベツ）,,2020,07,08,11,00,28.5,8,28.5,4,11,00,8,,,193,8,1994,09,01,128,8,1990,07,20,1976
31156,青森県,脇野沢（ワキノサワ）,,2020,07,08,11,00,18.0,8,18.0,4,11,00,8,,,199,8,2005,09,21,138,8,2005,07,07,1976
31186,青森県,市浦（シウラ）,,2020,07,08,11,00,32.0,8,32.0,4,11,00,8,,,190.5,8,2010,09,03,103,8,1990,07,20,1976
31201,青森県,蟹田（カニタ）,,2020,07,08,11,00,15.5,8,15.5,4,11,00,8,,,185,8,1981,08,24,183,8,1990,07,20,1976
31296,青森県,五所川原（ゴショガワラ）,,2020,07,08,11,00,14.0,8,14.0,4,11,00,8,,,205,8,1981,08,24,112.0,8,2012,07,18,1976
31312,青森県,青森（アオモリ）,47575,2020,07,08,11,00,10.0,8,10.5,4,05,40,8,,,221,8,2007,11,14,145.0,8,2012,07,18,1976
31321,青森県,大和山（ヤマトヤマ）,,2020,07,08,11,00,10.0,8,10.0,4,11,00,8,,,278,8,2007,11,13,136,8,2000,07,11,1976
31332,青森県,野辺地（ノヘジ）,,2020,07,08,11,00,10.0,8,11.0,4,00,40,8,,,184.0,8,2016,08,17,111.0,8,2010,07,13,2008
31336,青森県,六ケ所（ロッカショ）,,2020,07,08,11,00,10.0,8,12.5,4,00,30,8,,,217,8,1990,10,29,147,8,2002,07,13,1982
31366,青森県,鰺ケ沢（アジガサワ）,,2020,07,08,11,00,20.5,8,20.5,4,11,00,8,,,188,8,1977,08,05,125,8,1993,07,31,1976
31386,青森県,青森大谷（アオモリオオタニ）,,2020,07,08,11,00,9.5,8,10.0,4,05,20,8,,,187.0,4,2013,09,18,176.0,8,2012,07,18,2003
31411,青森県,七戸（シチノヘ）,,2020,07,08,11,00,6.0,8,8.0,4,04,30,8,,,217,8,2007,11,13,155,8,1993,07,31,1977
31436,青森県,深浦（フカウラ）,47574,2020,07,08,11,00,18.5,8,18.5,4,11,00,8,,,220,8,1990,09,20,170,8,1981,07,08,1976
31451,青森県,岳（ダケ）,,2020,07,08,11,00,11.5,8,11.5,4,11,00,8,,,225,8,1990,09,20,162,8,1993,07,31,1976
31461,青森県,弘前（ヒロサキ）,,2020,07,08,11,00,14.0,8,14.0,4,11,00,8,,,245,8,1977,08,05,142.0,8,2012,07,18,1976
31466,青森県,黒石（クロイシ）,,2020,07,08,11,00,11.5,8,12.0,4,04,40,8,,,264,8,1977,08,08,149.0,8,2012,07,18,1976
31482,青森県,酸ケ湯（スカユ）,,2020,07,08,11,00,12.5,8,13.5,4,00,40,8,,,282,8,2006,10,09,182,8,2000,07,11,1976
31506,青森県,三沢（ミサワ）,,2020,07,08,11,00,17.0,8,21.5,4,00,30,8,,,256,8,1994,09,16,167,8,2002,07,13,1976
31551,青森県,大鰐（オオワニ）,,2020,07,08,11,00,8.5,8,9.5,4,00,10,8,,,214.0,8,2013,09,18,105.0,8,2012,07,18,2010
31562,青森県,温川（ヌルカワ）,,2020,07,08,11,00,17.0,8,17.0,4,11,00,8,,,203,8,2006,10,09,164.0,8,2017,07,25,1983
31586,青森県,十和田（トワダ）,,2020,07,08,11,00,10.0,8,12.0,4,06,00,8,,,254,8,1990,10,29,196,8,1993,07,31,1976
31602,青森県,八戸（ハチノヘ）,47581,2020,07,08,11,00,11.0,8,11.0,4,11,00,8,,,211.5,8,2019,10,14,163,8,1993,07,29,1976
31646,青森県,碇ケ関（イカリガセキ）,,2020,07,08,11,00,9.0,8,9.0,4,11,00,8,,,201.5,8,2013,09,18,130.0,8,2017,07,25,1976
31662,青森県,休屋（ヤスミヤ）,,2020,07,08,11,00,23.5,8,27.0,4,05,30,8,,,222,8,2006,10,09,204,8,2005,07,07,1982
31671,青森県,戸来（ヘライ）,,2020,07,08,11,00,20.0,8,20.0,4,11,00,8,,,240,8,1999,10,30,197,8,1993,07,31,1978
31721,青森県,三戸（サンノヘ）,,2020,07,08,11,00,13.0,8,13.5,4,08,40,8,,,257,8,1999,10,30,184,8,1993,07,29,1976
32056,秋田県,八森（ハチモリ）,,2020,07,08,11,00,28.5,8,28.5,4,11,00,8,,,232,8,2006,07,04,232,8,2006,07,04,1976
32071,秋田県,藤里（フジサト）,,2020,07,08,11,00,37.5,8,37.5,4,11,00,8,,,260,8,1995,07,12,260,8,1995,07,12,1978
32091,秋田県,陣場（ジンバ）,,2020,07,08,11,00,38.0,8,39.0,4,05,40,8,,,233.5,8,2017,08,25,225,8,1981,07,08,1976
32096,秋田県,藤原（フジワラ）,,2020,07,08,11,00,38.0,4,38.0,4,11,00,8,,,227.5,8,2014,08,08,166.0,8,2017,07,25,1983
32111,秋田県,能代（ノシロ）,,2020,07,08,11,00,12.5,8,14.0,4,05,00,8,,,214,8,1990,09,20,200,8,2006,07,04,1976
32126,秋田県,鷹巣（タカノス）,,2020,07,08,11,00,29.5,8,32.5,4,02,30,8,,,242,8,2007,09,19,199,8,1993,07,31,1976
32136,秋田県,大館（オオダテ）,,2020,07,08,11,00,35.5,8,36.0,4,08,40,8,,,223.5,8,2014,08,08,189,8,1987,07,25,1976
32146,秋田県,鹿角（カヅノ）,,2020,07,08,11,00,14.5,8,19.5,4,02,20,8,,,370.5,8,2013,08,09,197.0,8,2010,07,31,1976
32181,秋田県,脇神（ワキガミ）,,2020,07,08,11,00,28.0,8,31.0,4,02,20,8,,,243,8,2007,09,19,165.5,8,2010,07,31,2003
32206,秋田県,湯瀬（ユゼ）,,2020,07,08,11,00,21.5,8,23.5,4,09,50,8,,,260,8,2007,09,19,188,8,1993,07,31,1976
32266,秋田県,八幡平（ハチマンタイ）,,2020,07,08,11,00,18.5,8,18.5,4,11,00,8,,,252,8,2007,09,18,207.0,8,2017,07,25,1978
32276,秋田県,男鹿真山（オガシンザン）,,2020,07,08,11,00,30.5,8,34.0,4,00,50,8,,,241,8,1990,09,20,177.5,8,2013,07,06,1985
32286,秋田県,男鹿（オガ）,,2020,07,08,11,00,29.5,8,34.5,4,02,00,8,,,227,8,2007,09,19,204.0,8,2013,07,06,1976
32287,秋田県,大潟（オオガタ）,,2020,07,08,11,00,21.0,8,24.5,4,01,40,8,,,187,8,1990,09,20,137.0,8,2013,07,06,1977
32296,秋田県,五城目（ゴジョウメ）,,2020,07,08,11,00,32.5,8,41.0,4,04,10,8,,,207.5,8,2018,05,19,199.5,8,2011,07,31,1976
32311,秋田県,阿仁合（アニアイ）,,2020,07,08,11,00,33.5,8,33.5,4,11,00,8,,,277,8,2007,09,19,221.0,8,2017,07,25,1976
32312,秋田県,比立内（ヒタチナイ）,,2020,07,08,11,00,24.0,8,24.0,4,11,00,8,,,275.0,8,2017,08,25,230.5,8,2017,07,25,1976
32376,秋田県,桧木内（ヒノキナイ）,,2020,07,08,11,00,27.5,8,27.5,4,11,00,8,,,294.0,8,2017,07,25,294.0,8,2017,07,25,1978
32402,秋田県,秋田（アキタ）,47582,2020,07,08,11,00,22.5,8,23.0,4,07,30,8,,,210.0,8,2018,05,19,179.0,8,2013,07,13,1976
32407,秋田県,岩見三内（イワミサンナイ）,,2020,07,08,11,00,26.5,8,28.0,4,08,10,8,,,247,8,1987,08,19,235.0,8,2017,07,25,1976
32408,秋田県,仁別（ニベツ）,,2020,07,08,11,00,49.0,8,49.0,4,11,00,8,,,282,8,2006,07,04,282,8,2006,07,04,1985
32426,秋田県,鎧畑（ヨロイバタ）,,2020,07,08,11,00,23.5,8,23.5,4,11,00,8,,,297.0,8,2013,08,09,281.0,8,2017,07,25,1977
32431,秋田県,田沢湖高原（タザワココウゲン）,,2020,07,08,11,00,41.5,8,41.5,4,11,00,8,,,383.0,8,2017,08,25,287.0,8,2017,07,25,2014
32451,秋田県,雄和（ユウワ）,,2020,07,08,11,00,16.0,4,16.0,4,11,00,8,,,348.5,8,2017,07,25,348.5,8,2017,07,25,2003
32466,秋田県,角館（カクノダテ）,,2020,07,08,11,00,46.0,8,46.0,4,11,00,8,,,303.0,8,2017,07,25,303.0,8,2017,07,25,1976
32476,秋田県,田沢湖（タザワコ）,,2020,07,08,11,00,35.0,8,35.0,4,11,00,8,,,292,8,1995,08,08,236.5,8,2017,07,25,1976
32496,秋田県,大正寺（ダイショウジ）,,2020,07,08,11,00,45.0,8,46.0,4,08,00,8,,,305.0,8,2017,07,25,305.0,8,2017,07,25,1976
32551,秋田県,大曲（オオマガリ）,,2020,07,08,11,00,47.0,8,47.0,4,11,00,8,,,260,8,1997,09,04,243.5,8,2017,07,25,1976
32571,秋田県,本荘（ホンジョウ）,,2020,07,08,11,00,47.5,8,48.0,4,09,20,8,,,210,8,1997,09,04,207,4,2002,07,16,1976
32581,秋田県,東由利（ヒガシユリ）,,2020,07,08,11,00,51.5,8,51.5,4,11,00,8,,,205,8,1995,08,28,170.5,8,2013,07,13,1976
32596,秋田県,横手（ヨコテ）,,2020,07,08,11,00,49.0,8,49.0,4,11,00,8,,,316.5,8,2017,07,25,316.5,8,2017,07,25,1976
32616,秋田県,にかほ（ニカホ）,,2020,07,08,11,00,53.0,8,53.0,4,11,00,8,,,171.0,8,2017,07,25,171.0,8,2017,07,25,1976
32626,秋田県,矢島（ヤシマ）,,2020,07,08,11,00,44.5,8,44.5,4,11,00,8,,,274.5,8,2011,06,24,233.0,8,2013,07,13,1976
32681,秋田県,笹子（ジネゴ）,,2020,07,08,11,00,59.0,8,59.0,4,11,00,8,,,244,8,1987,08,19,195.5,8,2017,07,25,1983
32691,秋田県,湯沢（ユザワ）,,2020,07,08,11,00,48.5,8,48.5,4,11,00,8,,,196,8,1979,08,07,146.5,8,2013,07,13,1976
32701,秋田県,東成瀬（ヒガシナルセ）,,2020,07,08,11,00,57.0,8,57.0,4,11,00,8,,,197,8,1979,08,07,163.5,8,2013,07,13,1976
32771,秋田県,湯の岱（ユノタイ）,,2020,07,08,11,00,84.0,8,84.0,4,11,00,8,,,245.5,8,2011,06,24,208,8,2004,07,17,1976
33006,岩手県,種市（タネイチ）,,2020,07,08,11,00,4.5,8,4.5,4,11,00,8,,,277,8,2007,11,13,172,8,1993,07,31,1976
33026,岩手県,軽米（カルマイ）,,2020,07,08,11,00,5.5,8,5.5,4,11,00,8,,,246,8,2006,10,09,183,8,1993,07,29,1976
33071,岩手県,二戸（ニノヘ）,,2020,07,08,11,00,21.0,8,21.0,4,11,00,8,,,227,8,1999,10,30,178,8,1993,07,29,1976
33086,岩手県,大野（オオノ）,,2020,07,08,11,00,7.5,8,7.5,4,11,00,8,,,308.5,8,2019,10,14,268,8,2000,07,11,1976
33136,岩手県,山形（ヤマガタ）,,2020,07,08,11,00,15.0,8,15.0,4,11,00,8,,,272,8,1999,10,30,174,8,1993,07,29,1977
33146,岩手県,久慈（クジ）,,2020,07,08,11,00,9.5,8,9.5,4,11,00,8,,,359.5,8,2019,10,15,206,8,2000,07,11,1976
33166,岩手県,荒屋（アラヤ）,,2020,07,08,11,00,7.5,8,7.5,4,11,00,8,,,214,8,2007,09,19,157,8,1993,07,31,1976
33176,岩手県,奥中山（オクナカヤマ）,,2020,07,08,11,00,9.0,8,9.0,4,11,00,8,,,192,8,2006,10,09,168,8,2002,07,13,1977
33186,岩手県,葛巻（クズマキ）,,2020,07,08,11,00,9.5,8,9.5,4,11,00,8,,,222,8,2006,10,09,138,8,1993,07,29,1976
33201,岩手県,下戸鎖（シモトクサリ）,,2020,07,08,11,00,14.0,8,14.0,4,11,00,8,,,350,8,1999,10,30,314,8,2000,07,11,1978
33206,岩手県,普代（フダイ）,,2020,07,08,11,00,10.0,8,10.0,4,11,00,8,,,467.0,8,2019,10,14,273,8,2000,07,11,1976
33226,岩手県,岩手松尾（イワテマツオ）,,2020,07,08,11,00,9.5,8,9.5,4,11,00,8,,,204,8,2007,09,19,161,8,2002,07,13,1976
33231,岩手県,一方井（イッカタイ）,,2020,07,08,11,00,9.5,8,9.5,4,11,00,8,,,120.0,8,2017,08,25,99.0,8,2017,07,25,2014
33296,岩手県,好摩（コウマ）,,2020,07,08,11,00,17.0,8,17.0,4,11,00,8,,,184,8,1979,08,07,181,8,2002,07,13,1976
33326,岩手県,岩泉（イワイズミ）,,2020,07,08,11,00,9.5,8,9.5,4,11,00,8,,,251.0,8,2016,08,30,215,8,1999,07,14,1976
33336,岩手県,小本（オモト）,,2020,07,08,11,00,13.0,8,13.0,4,11,00,8,,,450.0,8,2019,10,14,293,8,1999,07,14,1977
33351,岩手県,葛根田（カッコンダ）,,2020,07,08,11,00,20.5,8,22.5,4,00,20,8,,,320,8,1995,08,07,228.0,8,2017,07,25,1977
33361,岩手県,滝沢（タキザワ）,,2020,07,08,11,00,26.5,8,26.5,4,11,00,8,,,257.0,8,2017,08,25,195.5,8,2017,07,25,2005
33371,岩手県,薮川（ヤブカワ）,,2020,07,08,11,00,23.0,8,23.0,4,11,00,8,,,224.5,8,2017,08,25,187,8,1990,07,20,1976
33421,岩手県,雫石（シズクイシ）,,2020,07,08,11,00,28.0,8,28.0,4,11,00,8,,,272,4,1995,08,08,179,8,2002,07,13,1976
33431,岩手県,盛岡（モリオカ）,47584,2020,07,08,11,00,28.0,8,28.0,4,11,00,8,,,206,8,2007,09,19,194,8,2002,07,13,1976
33441,岩手県,区界（クザカイ）,,2020,07,08,11,00,38.0,8,38.0,4,11,00,8,,,214,8,1998,08,30,209.5,8,2015,07,25,1993
33461,岩手県,刈屋（カリヤ）,,2020,07,08,11,00,14.0,4,15.0,4,10,50,8,,,230.0,8,2016,08,31,119.5,8,2013,07,28,2011
33472,岩手県,宮古（ミヤコ）,47585,2020,07,08,11,00,19.0,8,19.0,4,11,00,8,,,417.5,8,2019,10,14,327,8,2000,07,11,1976
33486,岩手県,沢内（サワウチ）,,2020,07,08,11,00,36.5,8,38.0,4,00,10,8,,,321.0,8,2017,08,25,205.0,4,2017,07,25,2017
33501,岩手県,紫波（シワ）,,2020,07,08,11,00,32.0,8,32.0,4,11,00,8,,,228,8,2007,09,19,177,8,2002,07,13,1976
33526,岩手県,川井（カワイ）,,2020,07,08,11,00,17.0,8,17.0,4,11,00,8,,,244,8,1998,08,31,219,8,1999,07,14,1977
33566,岩手県,豊沢（トヨサワ）,,2020,07,08,11,00,35.0,8,35.5,4,10,40,8,,,300,8,2007,09,19,186,8,2002,07,13,1976
33576,岩手県,花巻（ハナマキ）,,2020,07,08,11,00,39.0,8,39.0,4,11,00,8,,,217,8,2007,09,19,137.0,8,2017,07,25,1976
33581,岩手県,大迫（オオハサマ）,,2020,07,08,11,00,39.0,8,39.0,4,11,00,8,,,194,8,1998,08,31,176,8,2002,07,13,1976
33596,岩手県,附馬牛（ツキモウシ）,,2020,07,08,11,00,31.5,8,31.5,4,11,00,8,,,186.0,8,2011,06,26,146.5,8,2013,07,28,2005
33611,岩手県,大槌（オオツチ）,,2020,07,08,11,00,23.0,8,23.0,4,11,00,8,,,245.5,8,2019,10,14,238,8,2002,07,13,2000
33616,岩手県,山田（ヤマダ）,,2020,07,08,11,00,20.0,8,20.0,4,11,00,8,,,385,8,1981,09,28,342,8,1999,07,14,1976
33631,岩手県,湯田（ユダ）,,2020,07,08,11,00,54.5,8,54.5,4,11,00,8,,,302,8,2001,08,02,180.5,8,2017,07,25,1976
33671,岩手県,遠野（トオノ）,,2020,07,08,11,00,36.0,8,36.0,4,11,00,8,,,281,8,1999,07,15,281,8,1999,07,15,1976
33686,岩手県,新町（シンチョウ）,,2020,07,08,11,00,20.5,8,20.5,4,11,00,8,,,357.5,8,2012,05,05,171.5,8,2013,07,28,2011
33711,岩手県,金ヶ崎（カネガサキ）,,2020,07,08,11,00,49.5,8,50.0,4,10,50,8,,,183.5,8,2011,09,23,139.5,8,2017,07,25,2006
33716,岩手県,北上（キタカミ）,,2020,07,08,11,00,46.5,8,46.5,4,11,00,8,,,261,8,1982,08,31,193,8,2002,07,13,1976
33726,岩手県,米里（ヨネサト）,,2020,07,08,11,00,53.5,8,53.5,4,11,00,8,,,219,8,1998,08,31,162.5,8,2013,07,29,1976
