観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,今日の最大値(mm),今日の最大値の品質情報,今日の最大値起時（時）(まで),今日の最大値起時（分）(まで),今日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,昨日までの観測史上1位の値(mm),昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値の年,昨日までの観測史上1位の値の月,昨日までの観測史上1位の値の日,昨日までの7月の1位の値(mm),昨日までの7月の1位の値の品質情報,昨日までの7月の1位の値の年,昨日までの7月の1位の値の月,昨日までの7月の1位の値の日,統計開始年
68091,島根県,鹿島（カシマ）,,2020,07,08,11,00,30.0,8,30.5,4,01,20,8,,,397,8,2006,07,19,397,8,2006,07,19,1976
68121,島根県,斐川（ヒカワ）,,2020,07,08,11,00,33.0,8,33.0,4,11,00,8,,,349,8,2006,07,19,349,8,2006,07,19,1976
68132,島根県,松江（マツエ）,47741,2020,07,08,11,00,34.0,8,37.0,4,00,30,8,,,370,8,2006,07,18,370,8,2006,07,18,1976
68156,島根県,出雲（イズモ）,,2020,07,08,11,00,29.0,8,29.0,4,11,00,8,,,296,8,2006,07,19,296,8,2006,07,19,1978
68166,島根県,大東（ダイトウ）,,2020,07,08,11,00,42.5,8,42.5,4,11,00,8,,,269,8,2006,07,19,269,8,2006,07,19,1976
68181,島根県,伯太（ハクタ）,,2020,07,08,11,00,62.5,8,62.5,4,11,00,8,,,416.5,8,2011,09,05,289,8,2006,07,19,1976
68206,島根県,佐田（サダ）,,2020,07,08,11,00,45.5,8,45.5,4,11,00,8,,,389,8,2006,07,19,389,8,2006,07,19,1976
68246,島根県,大田（オオダ）,,2020,07,08,11,00,53.0,8,53.0,4,11,00,8,,,370,8,2006,07,19,370,8,2006,07,19,1976
68261,島根県,掛合（カケヤ）,,2020,07,08,11,00,38.0,8,38.0,4,11,00,8,,,388,8,2006,07,19,388,8,2006,07,19,1976
68276,島根県,横田（ヨコタ）,,2020,07,08,11,00,67.0,8,67.0,4,11,00,8,,,354,8,2006,07,19,354,8,2006,07,19,1976
68286,島根県,福光（フクミツ）,,2020,07,08,11,00,73.0,8,73.0,4,11,00,8,,,354,8,2006,07,19,354,8,2006,07,19,1978
68306,島根県,赤名（アカナ）,,2020,07,08,11,00,111.5,8,111.5,4,11,00,8,,,380,8,2006,07,20,380,8,2006,07,20,1978
68346,島根県,桜江（サクラエ）,,2020,07,08,11,00,80.5,8,80.5,4,11,00,8,,,478,8,1983,07,23,478,8,1983,07,23,1976
68351,島根県,川本（カワモト）,,2020,07,08,11,00,83.5,8,83.5,4,11,00,8,,,461,8,1983,07,23,461,8,1983,07,23,1976
68376,島根県,浜田（ハマダ）,47755,2020,07,08,11,00,70.5,8,70.5,4,11,00,8,,,519,8,1983,07,23,519,8,1983,07,23,1976
68401,島根県,瑞穂（ミズホ）,,2020,07,08,11,00,96.5,8,96.5,4,11,00,8,,,453,8,1983,07,23,453,8,1983,07,23,1976
68421,島根県,三隅（ミスミ）,,2020,07,08,11,00,93.5,8,93.5,4,11,00,8,,,410,8,1985,07,06,410,8,1985,07,06,1976
68431,島根県,弥栄（ヤサカ）,,2020,07,08,11,00,90.0,8,90.0,4,11,00,8,,,554,8,1983,07,23,554,8,1983,07,23,1978
68436,島根県,波佐（ハザ）,,2020,07,08,11,00,86.0,8,86.0,4,11,00,8,,,603,8,1983,07,23,603,8,1983,07,23,1977
68456,島根県,高津（タカツ）,,2020,07,08,11,00,78.5,8,78.5,4,11,00,8,,,256.5,8,2013,08,26,250.5,8,2009,07,22,2003
68462,島根県,益田（マスダ）,,2020,07,08,11,00,76.5,8,76.5,4,11,00,8,,,526,4,1983,07,23,526,4,1983,07,23,1978
68501,島根県,匹見（ヒキミ）,,2020,07,08,11,00,115.5,8,116.0,4,04,10,8,,,397,8,1985,06,25,348.0,8,2010,07,15,1977
68516,島根県,津和野（ツワノ）,,2020,07,08,11,00,130.0,8,130.0,4,11,00,8,,,453,8,1985,06,25,382.0,8,2013,07,31,1976
68541,島根県,吉賀（ヨシカ）,,2020,07,08,11,00,157.0,8,157.0,4,11,00,8,,,300.5,8,2010,07,15,300.5,8,2010,07,15,2006
69006,鳥取県,境（サカイ）,47742,2020,07,08,11,00,34.5,8,34.5,4,11,00,8,,,467,8,2006,07,19,467,8,2006,07,19,1976
69021,鳥取県,塩津（シオツ）,,2020,07,08,11,00,62.0,8,62.0,4,11,00,8,,,422,8,2006,07,19,422,8,2006,07,19,1977
69041,鳥取県,青谷（アオヤ）,,2020,07,08,11,00,71.5,8,71.5,4,11,00,8,,,319,8,1976,09,12,306,8,2006,07,19,1976
69052,鳥取県,湖山（コヤマ）,,2020,07,08,11,00,64.5,8,64.5,4,11,00,8,,,311.5,8,2018,07,08,311.5,8,2018,07,08,2003
69061,鳥取県,岩井（イワイ）,,2020,07,08,11,00,65.0,8,65.0,4,11,00,8,,,521,8,1990,09,20,310,8,2006,07,19,1976
69076,鳥取県,米子（ヨナゴ）,47744,2020,07,08,11,00,56.5,8,56.5,4,11,00,8,,,354,8,2006,07,19,354,8,2006,07,19,1976
69101,鳥取県,倉吉（クラヨシ）,,2020,07,08,11,00,66.5,8,66.5,4,11,00,8,,,373,8,1987,10,19,286,8,2006,07,19,1976
69111,鳥取県,鹿野（シカノ）,,2020,07,08,11,00,60.0,8,60.0,4,11,00,8,,,642,8,1990,09,20,369.0,8,2018,07,08,1982
69122,鳥取県,鳥取（トットリ）,47746,2020,07,08,11,00,61.0,8,61.0,4,11,00,8,,,310,8,1990,09,20,308.0,8,2018,07,08,1977
69152,鳥取県,大山（ダイセン）,,2020,07,08,11,00,82.0,8,82.0,4,11,00,8,,,954.5,8,2011,09,05,369,8,2006,07,18,1982
69161,鳥取県,関金（セキガネ）,,2020,07,08,11,00,68.0,8,68.0,4,11,00,8,,,431.0,8,2011,09,05,331.0,8,2018,07,08,1977
69181,鳥取県,佐治（サジ）,,2020,07,08,11,00,66.0,8,66.0,4,11,00,8,,,496,8,1990,09,20,452.0,8,2018,07,08,1982
69196,鳥取県,若桜（ワカサ）,,2020,07,08,11,00,47.5,8,48.0,4,08,30,8,,,391.5,8,2018,07,08,391.5,8,2018,07,08,1977
69222,鳥取県,江尾（エビ）,,2020,07,08,11,00,91.0,8,91.0,4,11,00,8,,,280.0,8,2018,07,08,280.0,8,2018,07,08,1982
69246,鳥取県,智頭（チズ）,,2020,07,08,11,00,65.5,8,65.5,4,11,00,8,,,477.5,8,2018,07,08,477.5,8,2018,07,08,1976
69271,鳥取県,茶屋（チャヤ）,,2020,07,08,11,00,105.5,8,105.5,4,11,00,8,,,352,8,2006,07,19,352,8,2006,07,19,1978
71066,徳島県,池田（イケダ）,,2020,07,08,11,00,135.5,8,135.5,4,11,00,8,,,457.5,8,2018,07,07,457.5,8,2018,07,07,1976
71087,徳島県,穴吹（アナブキ）,,2020,07,08,11,00,95.5,8,95.5,4,11,00,8,,,528.0,8,2011,09,04,289,8,2007,07,15,2001
71106,徳島県,徳島（トクシマ）,47895,2020,07,08,11,00,61.5,8,61.5,4,11,00,8,,,600.0,8,2011,09,21,231.0,8,2015,07,19,1976
71136,徳島県,半田（ハンダ）,,2020,07,08,11,00,107.0,8,107.5,4,06,50,8,,,601,8,2005,09,07,316.0,8,2011,07,21,1978
71191,徳島県,京上（キョウジョウ）,,2020,07,08,11,00,274.5,8,274.5,4,11,00,8,,,726.0,8,2018,07,06,726.0,8,2018,07,06,1978
71211,徳島県,福原旭（フクハラアサヒ）,,2020,07,08,11,00,153.5,8,153.5,4,11,00,8,,,1111,4,1976,09,13,815.0,8,2011,07,21,1976
71231,徳島県,蒲生田（カモダ）,,2020,07,08,11,00,88.0,8,88.0,4,11,00,8,,,659.5,8,2014,08,04,437,8,2003,07,21,1978
71251,徳島県,木頭（キトウ）,,2020,07,08,11,00,326.0,8,326.0,4,11,00,8,,,981,8,2004,08,02,808.5,8,2011,07,20,1979
71266,徳島県,日和佐（ヒワサ）,,2020,07,08,11,00,128.0,8,128.0,4,11,00,8,,,677,8,1988,06,26,515,8,2003,07,20,1976
71291,徳島県,海陽（カイヨウ）,,2020,07,08,11,00,146.5,8,146.5,4,11,00,8,,,640.0,8,2014,08,04,396.5,8,2011,07,21,2009
72061,香川県,内海（ウチノミ）,,2020,07,08,11,00,84.0,8,84.0,4,11,00,8,,,1231,8,1976,09,12,247.0,8,2018,07,08,1976
72086,香川県,高松（タカマツ）,47891,2020,07,08,11,00,111.0,8,111.0,4,11,00,8,,,435,8,1976,09,12,286.0,8,2018,07,08,1976
72111,香川県,多度津（タドツ）,47890,2020,07,08,11,00,142.0,8,142.0,4,11,00,8,,,408,8,1990,09,20,357.0,8,2018,07,08,1976
72121,香川県,滝宮（タキノミヤ）,,2020,07,08,11,00,124.5,8,124.5,4,11,00,8,,,355.0,8,2018,07,07,355.0,8,2018,07,07,1976
72126,香川県,香南（コウナン）,,2020,07,08,11,00,103.0,8,103.0,4,11,00,8,,,477.5,8,2011,09,04,286.0,8,2018,07,08,2003
72146,香川県,引田（ヒケタ）,,2020,07,08,11,00,59.0,8,59.0,4,11,00,8,,,917,8,1976,09,12,206.5,8,2011,07,21,1976
72161,香川県,財田（サイタ）,,2020,07,08,11,00,145.5,8,145.5,4,11,00,8,,,348.0,8,2018,07,07,348.0,8,2018,07,07,1978
72176,徳島県,竜王山（リュウオウザン）,,2020,07,08,11,00,103.5,8,103.5,4,11,00,8,,,511,8,1990,09,20,264.5,8,2018,07,07,1976
73001,愛媛県,大三島（オオミシマ）,,2020,07,08,11,00,182.5,8,182.5,4,11,00,8,,,412.0,8,2018,07,08,412.0,8,2018,07,08,1976
73071,愛媛県,玉川（タマガワ）,,2020,07,08,11,00,187.0,8,187.0,4,11,00,8,,,503,8,1976,09,13,427.0,8,2018,07,08,1976
73076,愛媛県,今治（イマバリ）,,2020,07,08,11,00,175.5,8,175.5,4,11,00,8,,,462.5,8,2018,07,08,462.5,8,2018,07,08,1976
73126,愛媛県,西条（サイジョウ）,,2020,07,08,11,00,199.5,8,199.5,4,11,00,8,,,649,4,1976,09,13,283.0,8,2018,07,08,1976
73141,愛媛県,新居浜（ニイハマ）,,2020,07,08,11,00,156.0,8,156.0,4,11,00,8,,,381.0,8,2018,10,01,250.5,8,2018,07,08,2016
73151,愛媛県,四国中央（シコクチュウオウ）,,2020,07,08,11,00,124.0,8,124.0,4,11,00,8,,,537,8,1990,09,20,320.0,8,2018,07,06,1978
73152,愛媛県,富郷（トミサト）,,2020,07,08,11,00,127.0,8,127.0,4,11,00,8,,,675,8,1990,09,20,486,8,1993,07,29,1978
73166,愛媛県,松山（マツヤマ）,47887,2020,07,08,11,00,299.5,8,299.5,4,11,00,8,,,360.5,8,2018,07,08,360.5,8,2018,07,08,1976
73168,愛媛県,松山南吉田（マツヤマミナミヨシダ）,,2020,07,08,11,00,279.5,8,279.5,4,11,00,8,,,344.5,8,2018,07,08,344.5,8,2018,07,08,2003
73231,愛媛県,上林（カミハヤシ）,,2020,07,08,11,00,277.5,8,277.5,4,11,00,8,,,452,8,1976,09,13,319.0,8,2018,07,08,1976
73247,愛媛県,成就社（ジョウジュシャ）,,2020,07,08,11,00,254.0,8,254.0,4,11,00,8,,,931,8,2005,09,07,886,8,1999,07,29,1980
73256,愛媛県,長浜（ナガハマ）,,2020,07,08,11,00,287.5,8,287.5,4,11,00,8,,,303.0,8,2018,07,08,303.0,8,2018,07,08,1976
73271,愛媛県,中山（ナカヤマ）,,2020,07,08,11,00,289.0,8,289.0,4,11,00,8,,,393.5,8,2018,07,08,393.5,8,2018,07,08,1976
73276,愛媛県,久万（クマ）,,2020,07,08,11,00,222.5,8,222.5,4,11,00,8,,,467,8,1976,09,13,353,8,2005,07,05,1976
73306,愛媛県,大洲（オオズ）,,2020,07,08,11,00,214.0,8,214.0,4,11,00,8,,,331.5,8,2018,07,08,331.5,8,2018,07,08,1976
73321,愛媛県,獅子越峠（シシゴエトウゲ）,,2020,07,08,11,00,295.5,8,295.5,4,11,00,8,,,514,8,1999,07,29,514,8,1999,07,29,1976
73341,愛媛県,瀬戸（セト）,,2020,07,08,11,00,268.0,8,268.0,4,11,00,8,,,318.5,8,2018,07,08,318.5,8,2018,07,08,1997
73351,愛媛県,八幡浜（ヤワタハマ）,,2020,07,08,11,00,252.0,8,252.0,4,11,00,8,,,395.0,8,2018,07,08,395.0,8,2018,07,08,1976
73406,愛媛県,宇和（ウワ）,,2020,07,08,11,00,364.0,8,364.0,4,11,00,8,,,523.5,8,2018,07,08,523.5,8,2018,07,08,1976
73442,愛媛県,宇和島（ウワジマ）,47892,2020,07,08,11,00,150.0,8,150.0,4,11,00,8,,,506,8,2005,09,07,366.5,8,2018,07,08,1976
73446,愛媛県,近永（チカナガ）,,2020,07,08,11,00,153.5,8,153.5,4,11,00,8,,,543.5,8,2018,07,08,543.5,8,2018,07,08,1979
73516,愛媛県,御荘（ミショウ）,,2020,07,08,11,00,228.0,8,229.0,4,05,00,8,,,373,8,1980,08,06,320,8,2007,07,15,1976
74056,高知県,本川（ホンガワ）,,2020,07,08,11,00,188.0,8,188.0,4,11,00,8,,,1007,8,1999,07,29,1007,8,1999,07,29,1979
74071,高知県,本山（モトヤマ）,,2020,07,08,11,00,170.0,8,170.0,4,11,00,8,,,1131.5,8,2014,08,04,829.5,8,2018,07,07,1976
74101,高知県,池川（イケガワ）,,2020,07,08,11,00,166.0,8,166.0,4,11,00,8,,,1001,8,1999,07,29,1001,8,1999,07,29,1977
74126,高知県,繁藤（シゲトウ）,,2020,07,08,11,00,314.0,8,314.0,4,11,00,8,,,1186.0,8,2014,08,05,985.5,8,2018,07,07,1976
74136,高知県,大栃（オオドチ）,,2020,07,08,11,00,383.0,8,383.0,4,11,00,8,,,850.5,8,2018,07,07,850.5,8,2018,07,07,1977
74151,高知県,魚梁瀬（ヤナセ）,,2020,07,08,11,00,557.0,8,557.0,4,11,00,8,,,1319.5,8,2018,07,07,1319.5,8,2018,07,07,1978
74166,高知県,佐川（サカワ）,,2020,07,08,11,00,109.5,8,109.5,4,11,00,8,,,851.5,8,2014,08,04,687,8,1999,07,29,1976
74181,高知県,高知（コウチ）,47893,2020,07,08,11,00,146.5,8,147.0,4,06,20,8,,,999,8,1976,09,13,646,8,1999,07,29,1976
74187,高知県,後免（ゴメン）,,2020,07,08,11,00,162.5,8,162.5,4,11,00,8,,,928,8,1998,09,27,501,8,1999,07,29,1978
74188,高知県,南国日章（ナンコクニッショウ）,,2020,07,08,11,00,133.5,8,133.5,4,11,00,8,,,446.5,8,2014,08,04,328.0,8,2018,07,07,2003
74237,高知県,船戸（フナト）,,2020,07,08,11,00,147.0,8,147.0,4,11,00,8,,,918.5,8,2014,08,10,914,8,1999,07,29,1976
74238,高知県,鳥形山（トリガタヤマ）,,2020,07,08,11,00,149.5,8,149.5,4,11,00,8,,,1068.5,8,2014,08,04,630.5,8,2011,07,20,2010
74271,高知県,安芸（アキ）,,2020,07,08,11,00,163.5,8,163.5,4,11,00,8,,,495,8,1990,09,19,340.0,8,2011,07,21,1976
74276,高知県,田野（タノ）,,2020,07,08,11,00,138.0,8,138.0,4,11,00,8,,,552.5,8,2011,07,20,552.5,8,2011,07,20,1976
74296,高知県,梼原（ユスハラ）,,2020,07,08,11,00,150.5,8,150.5,4,11,00,8,,,748,8,1999,07,29,748,8,1999,07,29,1976
74311,高知県,須崎（スサキ）,,2020,07,08,11,00,120.5,8,120.5,4,11,00,8,,,616.5,8,2014,08,04,463.5,8,2018,07,08,1976
74336,高知県,佐喜浜（サキハマ）,,2020,07,08,11,00,197.5,8,197.5,4,11,00,8,,,743,8,2003,11,30,398,8,1990,07,03,1976
74361,高知県,窪川（クボカワ）,,2020,07,08,11,00,75.0,8,75.0,4,11,00,8,,,788,8,1999,07,29,788,8,1999,07,29,1976
74372,高知県,室戸岬（ムロトミサキ）,47899,2020,07,08,11,00,113.0,8,113.0,4,11,00,8,,,431,8,1990,07,03,431,8,1990,07,03,1976
74381,高知県,江川崎（エカワサキ）,,2020,07,08,11,00,177.0,8,177.0,4,11,00,8,,,625,8,2005,09,07,612,8,1999,07,29,1977
74391,高知県,大正（タイショウ）,,2020,07,08,11,00,131.0,8,131.0,4,11,00,8,,,646,8,2005,09,07,591,8,1999,07,29,1976
74436,高知県,佐賀（サガ）,,2020,07,08,11,00,162.5,8,162.5,4,11,00,8,,,571,8,2003,11,30,393,8,1999,07,29,1977
74447,高知県,宿毛（スクモ）,47897,2020,07,08,11,00,156.0,8,156.5,4,05,20,8,,,493.5,8,2018,07,08,493.5,8,2018,07,08,1976
74456,高知県,中村（ナカムラ）,,2020,07,08,11,00,143.0,8,143.0,4,11,00,8,,,582,8,1980,08,06,466,8,1999,07,29,1976
74506,高知県,三崎（ミサキ）,,2020,07,08,11,00,103.0,8,103.5,4,05,00,8,,,538.0,8,2014,06,06,404.5,8,2011,07,20,2005
74516,高知県,清水（シミズ）,47898,2020,07,08,11,00,118.5,8,118.5,4,11,00,8,,,825,8,1980,08,06,368,8,1990,07,03,1976
81011,山口県,須佐（スサ）,,2020,07,08,11,00,78.5,8,78.5,4,11,00,8,,,450,8,1985,06,25,403,8,1983,07,23,1976
81071,山口県,萩（ハギ）,47754,2020,07,08,11,00,112.0,8,112.0,4,11,00,8,,,470,8,1985,06,25,356.0,8,2010,07,15,1976
81116,山口県,油谷（ユヤ）,,2020,07,08,11,00,103.0,8,103.5,4,03,00,8,,,563,8,1985,06,25,303.5,8,2010,07,15,1976
81141,山口県,篠生（シノブ）,,2020,07,08,11,00,163.5,8,163.5,4,11,00,8,,,429,8,1985,06,25,367,8,1995,07,05,1980
81151,山口県,徳佐（トクサ）,,2020,07,08,11,00,150.0,8,150.0,4,11,00,8,,,433,8,1985,06,25,342.0,8,2010,07,15,1976
81167,山口県,羅漢山（ラカンザン）,,2020,07,08,11,00,290.5,8,290.5,4,11,00,8,,,541,8,2005,09,07,340.5,8,2018,07,07,1976
81196,山口県,秋吉台（アキヨシダイ）,,2020,07,08,11,00,215.5,8,216.0,4,03,40,8,,,496.5,8,2010,07,15,496.5,8,2010,07,15,1976
81228,山口県,鹿野（カノ）,,2020,07,08,11,00,290.5,8,290.5,4,11,00,8,,,340.5,8,2011,05,13,337.0,8,2010,07,15,2010
81231,山口県,広瀬（ヒロセ）,,2020,07,08,11,00,273.0,8,273.0,4,11,00,8,,,397,8,2005,09,07,356,8,1982,07,17,1976
81266,山口県,豊田（トヨタ）,,2020,07,08,11,00,202.5,8,203.0,4,04,50,8,,,478.0,8,2010,07,15,478.0,8,2010,07,15,1976
81271,山口県,東厚保（ヒガシアツ）,,2020,07,08,11,00,197.5,8,198.0,4,03,40,8,,,491.0,8,2010,07,15,491.0,8,2010,07,15,2010
81286,山口県,山口（ヤマグチ）,47784,2020,07,08,11,00,257.5,8,257.5,4,11,00,8,,,379,8,1985,06,25,360,8,1995,07,05,1976
81301,山口県,和田（ワダ）,,2020,07,08,11,00,293.5,8,293.5,4,11,00,8,,,379.0,8,2010,07,15,379.0,8,2010,07,15,1978
81321,山口県,岩国（イワクニ）,,2020,07,08,11,00,245.5,8,245.5,4,11,00,8,,,444.5,8,2018,07,08,444.5,8,2018,07,08,1976
81371,山口県,防府（ホウフ）,,2020,07,08,11,00,306.0,8,306.0,4,11,00,8,,,333,8,1979,06,29,332.0,8,2009,07,22,1976
81386,山口県,下松（クダマツ）,,2020,07,08,11,00,282.5,8,282.5,4,11,00,8,,,481.5,8,2018,07,07,481.5,8,2018,07,07,1976
81397,山口県,玖珂（クガ）,,2020,07,08,11,00,300.0,8,300.0,4,11,00,8,,,469.0,8,2018,07,08,469.0,8,2018,07,08,1977
81428,山口県,下関（シモノセキ）,47762,2020,07,08,11,00,244.0,8,244.0,4,11,00,8,,,354,8,1995,07,05,354,8,1995,07,05,1976
81436,山口県,宇部（ウベ）,,2020,07,08,11,00,265.5,8,265.5,4,11,00,8,,,360.5,8,2010,07,15,360.5,8,2010,07,15,1976
81481,山口県,柳井（ヤナイ）,,2020,07,08,11,00,268.0,8,268.0,4,11,00,8,,,426,8,2005,07,05,426,8,2005,07,05,1976
81486,山口県,安下庄（アゲノショウ）,,2020,07,08,11,00,364.0,8,364.0,4,11,00,8,,,410,8,2005,07,05,410,8,2005,07,05,1976
82036,福岡県,小呂島（オロノシマ）,,2020,07,08,11,00,167.5,8,167.5,4,11,00,8,,,303.0,8,2017,08,17,202.0,8,2018,07,01,2014
82046,福岡県,宗像（ムナカタ）,,2020,07,08,11,00,277.5,8,277.5,4,11,00,8,,,365.0,8,2009,07,27,365.0,8,2009,07,27,1976
82056,福岡県,八幡（ヤハタ）,,2020,07,08,11,00,259.0,8,259.0,4,11,00,8,,,350,8,1995,07,05,350,8,1995,07,05,1976
82068,福岡県,空港北町（クウコウキタマチ）,,2020,07,08,11,00,296.5,8,296.5,4,11,00,8,,,359.5,8,2010,07,15,359.5,8,2010,07,15,2006
82097,福岡県,東谷（ヒガシタニ）,,2020,07,08,11,00,267.0,8,267.0,4,11,00,8,,,433.0,8,2018,07,06,433.0,8,2018,07,06,2012
82101,福岡県,行橋（ユクハシ）,,2020,07,08,11,00,304.0,8,304.0,4,11,00,8,,,441.5,8,2018,07,08,441.5,8,2018,07,08,1976
82136,福岡県,飯塚（イイヅカ）,47809,2020,07,08,11,00,280.5,8,280.5,4,11,00,8,,,568.0,8,2009,07,27,568.0,8,2009,07,27,1976
82171,福岡県,前原（マエバル）,,2020,07,08,11,00,294.0,8,294.0,4,11,00,8,,,522,8,1980,08,31,379.0,8,2010,07,15,1976
82182,福岡県,福岡（フクオカ）,47807,2020,07,08,11,00,308.5,8,308.5,4,11,00,8,,,438,8,1980,08,31,405.5,8,2009,07,27,1976
82186,福岡県,博多（ハカタ）,,2020,07,08,11,00,312.5,8,312.5,4,11,00,8,,,517.0,8,2009,07,27,517.0,8,2009,07,27,2003
82191,福岡県,太宰府（ダザイフ）,,2020,07,08,11,00,306.5,8,306.5,4,11,00,8,,,618.0,8,2009,07,27,618.0,8,2009,07,27,1977
82206,福岡県,添田（ソエダ）,,2020,07,08,11,00,465.0,8,465.0,4,11,00,8,,,539.0,8,2018,07,08,539.0,8,2018,07,08,1976
82241,福岡県,早良脇山（サワラワキヤマ）,,2020,07,08,11,00,367.0,8,367.0,4,11,00,8,,,597.0,8,2018,07,06,597.0,8,2018,07,06,2010
82261,福岡県,朝倉（アサクラ）,,2020,07,08,11,00,489.5,8,489.5,4,11,00,8,,,616.0,8,2017,07,07,616.0,8,2017,07,07,1976
82272,福岡県,英彦山（ヒコサン）,,2020,07,08,11,00,567.5,8,567.5,4,11,00,8,13,0,472.5,8,2009,07,01,472.5,8,2009,07,01,1988
82306,福岡県,久留米（クルメ）,,2020,07,08,11,00,529.0,8,529.0,4,11,00,8,13,0,457.5,8,2012,07,14,457.5,8,2012,07,14,1977
82316,福岡県,耳納山（ミノウサン）,,2020,07,08,11,00,586.5,8,586.5,4,11,00,8,13,0,585.0,8,2012,07,14,585.0,8,2012,07,14,1976
82317,福岡県,黒木（クロギ）,,2020,07,08,11,00,537.5,8,537.5,4,11,00,8,,,646.5,8,2012,07,14,646.5,8,2012,07,14,1976
82331,福岡県,柳川（ヤナガワ）,,2020,07,08,11,00,519.0,8,519.0,4,11,00,8,13,0,441.5,8,2009,07,27,441.5,8,2009,07,27,1976
82361,福岡県,大牟田（オオムタ）,,2020,07,08,11,00,688.5,8,688.5,4,11,00,8,13,0,515,4,1980,08,31,508,8,1997,07,11,1976
83021,大分県,国見（クニミ）,,2020,07,08,11,00,320.0,8,320.0,4,11,00,8,13,0,302.5,8,2018,07,08,302.5,8,2018,07,08,1977
83051,大分県,中津（ナカツ）,,2020,07,08,11,00,429.5,8,429.5,4,11,00,8,13,0,332.5,8,2018,07,08,332.5,8,2018,07,08,2011
83061,大分県,豊後高田（ブンゴタカダ）,,2020,07,08,11,00,381.0,8,381.0,4,11,00,8,13,0,287,8,1976,09,11,285.5,8,2018,07,08,1976
83096,大分県,耶馬渓（ヤバケイ）,,2020,07,08,11,00,475.0,8,475.0,4,11,00,8,13,0,395.5,8,2012,07,14,395.5,8,2012,07,14,1976
83106,大分県,院内（インナイ）,,2020,07,08,11,00,389.0,8,389.0,4,11,00,8,7,0,460,8,2005,09,07,347.0,8,2018,07,08,1976
83121,大分県,杵築（キツキ）,,2020,07,08,11,00,416.5,8,416.5,4,11,00,8,13,0,308,8,1979,06,29,302.5,8,2009,07,01,1978
83126,大分県,武蔵（ムサシ）,,2020,07,08,11,00,369.0,8,369.0,4,11,00,8,13,0,309.5,8,2011,09,20,288.0,8,2009,07,01,1976
83137,大分県,日田（ヒタ）,47814,2020,07,08,11,00,486.0,8,486.0,4,11,00,8,13,0,455.5,8,2012,07,14,455.5,8,2012,07,14,1976
83191,大分県,玖珠（クス）,,2020,07,08,11,00,518.5,8,518.5,4,11,00,8,13,0,432,8,1985,06,29,395.5,8,2009,07,01,1976
83201,大分県,湯布院（ユフイン）,,2020,07,08,11,00,445.5,8,445.5,4,11,00,8,7,0,727,8,2005,09,07,394.0,8,2009,07,01,1976
83216,大分県,大分（オオイタ）,47815,2020,07,08,11,00,357.0,8,357.0,4,11,00,8,7,0,422,8,1993,09,05,322,8,1993,07,29,1976
83226,大分県,佐賀関（サガノセキ）,,2020,07,08,11,00,227.0,8,227.0,4,11,00,8,,,374.5,8,2017,09,18,321,8,1993,07,29,1976
83242,大分県,椿ヶ鼻（ツバキガハナ）,,2020,07,08,11,00,862.0,8,862.0,4,11,00,8,13,0,642.5,4,2012,07,14,642.5,4,2012,07,14,2004
83286,大分県,臼杵（ウスキ）,,2020,07,08,11,00,172.0,8,172.0,4,11,00,8,,,562.0,8,2011,09,20,485,4,1993,07,29,1976
83341,大分県,犬飼（イヌカイ）,,2020,07,08,11,00,171.5,8,171.5,4,11,00,8,,,476,8,2005,09,07,357,8,1993,07,29,1976
83371,大分県,竹田（タケタ）,,2020,07,08,11,00,190.5,8,190.5,4,11,00,8,,,536,8,2005,09,07,407,8,1987,07,20,1976
83401,大分県,佐伯（サイキ）,,2020,07,08,11,00,65.0,8,65.0,4,11,00,8,,,563,8,2005,09,07,415,4,1993,07,29,1976
83431,大分県,宇目（ウメ）,,2020,07,08,11,00,52.5,8,52.5,4,11,00,8,,,740,8,2005,09,07,444,8,2007,07,15,1977
83476,大分県,蒲江（カマエ）,,2020,07,08,11,00,57.5,8,58.0,4,04,20,8,,,473,8,2004,10,21,305,8,2007,07,15,1976
84012,長崎県,鰐浦（ワニウラ）,,2020,07,08,11,00,3.0,8,3.0,4,11,00,8,,,501,8,1998,08,03,332.0,8,2019,07,21,1995
84072,長崎県,厳原（イヅハラ）,47800,2020,07,08,11,00,67.5,8,67.5,4,11,00,8,,,706,8,1985,06,25,465.5,8,2019,07,21,1976
84076,長崎県,美津島（ミツシマ）,,2020,07,08,11,00,43.0,8,43.0,4,11,00,8,,,386.0,8,2019,07,21,386.0,8,2019,07,21,2003
84121,長崎県,芦辺（アシベ）,,2020,07,08,11,00,168.5,8,168.5,4,11,00,8,,,593,8,1980,08,31,434.0,8,2017,07,02,1977
84122,長崎県,石田（イシダ）,,2020,07,08,11,00,169.0,8,169.0,4,11,00,8,,,399.5,8,2019,08,29,302.0,8,2009,07,27,2003
84171,長崎県,平戸（ヒラド）,47805,2020,07,08,11,00,340.5,8,340.5,4,11,00,8,,,621.0,8,2019,08,29,402,8,1987,07,20,1976
84183,長崎県,松浦（マツウラ）,,2020,07,08,11,00,369.5,8,369.5,4,11,00,8,7,0,521.0,8,2019,08,29,315.5,8,2018,07,06,2011
